,url,name,address,provider,MW_total_power,miles_to_nearest_airport,sqft_colocation_space,sqft_total_space,number,street,municipality,state,latitude,longitude
307,https://datacenters.com/tierpoint-raleigh,TierPoint: Raleigh Data Center,"5301 Departure Drive, Raleigh, NC, USA",TierPoint,2.0,10.57,40000.0,65000.0,5301,Departure Drive,Raleigh,NC,35.854389607470736,-78.59581500568936
308,https://datacenters.com/coresite-dc2-washington-dc,CoreSite: DC2 Washington DC Data Center,"1099 14th Street Northwest, Downtown, Washington, DC, USA",CoreSite,,3.11,,24000.0,1099,14th Street Northwest,Downtown,Washington,38.9033891,-77.03123368239036
309,https://datacenters.com/aligned-energy-ord-01-chicago,Aligned Data Centers: ORD-01 Chicago,"505 Northwest Avenue, Northlake, IL, USA",Aligned Data Centers,36.0,4.35,,220000.0,505,Northwest Avenue,Northlake,IL,41.91890966656286,-87.91923046591049
312,https://datacenters.com/cogent-communications-dtw02-fnsi-detroit,Cogent Communications: DTW02 - FNSI - Detroit Data Center,"3331 W Big Beaver Rd, Troy, MI, USA",Cogent Communications,,24.86,5624.0,128526.0,3331,W Big Beaver Rd,Troy,MI,42.5594738,-83.193147
313,https://datacenters.com/stack-infrastructure-por02-portland,Stack Infrastructure: POR02 - Portland Data Center,"21515 NW Evergreen Pkwy, Hillsboro, OR, USA",Stack Infrastructure,24.0,14.3,,345000.0,21515,NW Evergreen Pkwy,Hillsboro,OR,45.54049700307076,-122.87401820289791
314,https://datacenters.com/coresite-dc1-washington-dc,CoreSite: DC1 Washington DC Data Center,"1275 K Street Northwest, Washington, DC, USA",CoreSite,,3.11,,22000.0,1275,K Street Northwest,Washington,DC,38.9028879,-77.0291491
316,https://datacenters.com/prime-prime-santa-clara-1111-comstock,Prime Data Centers: Prime Santa Clara - 1111 Comstock,"1111 Comstock Street, Santa Clara, CA, USA",Prime Data Centers,9.0,1.25,,121000.0,1111,Comstock Street,Santa Clara,CA,37.37500515,-121.95322522502798
317,https://datacenters.com/365-ny10-new-york-city,365 Data Centers: NY10 New York City Data Center,"65 Broadway, NY, New York, USA",365 Data Centers,0.7,8.7,16583.0,,65,Broadway,NY,New York,40.707308350000005,-74.01261742553027
318,https://datacenters.com/involta-marion,Involta: Marion Data Center,"5055 Rec Drive, Marion, IA, USA",Involta,0.81,187.04,,19000.0,5055,Rec Drive,Marion,IA,42.05382927372498,-91.55191525011101
319,https://datacenters.com/edgeconnex-bos01-boston,EdgeConnex: BOS01 Boston Data Center,"22 Linnell Circle, Billerica, MA 01821, USA",EdgeConnex,1.5,16.16,,54700.0,22,Linnell Circle,Billerica,MA,42.5285937,-71.24947227764723
320,https://datacenters.com/oracle-us-west-us-sanjose-1,Oracle: US West us-sanjose-1,"San Jose, CA, USA",Oracle,,2.49,,,,San Jose,CA,,37.3361663,-121.890591
321,https://datacenters.com/365-nj3-carlstadt,365 Data Centers: NJ3 Carlstadt Data Center,"410 Commerce Boulevard, Carlstadt, NJ, USA",365 Data Centers,18.0,11.19,,187600.0,410,Commerce Boulevard,Carlstadt,NJ,40.82875945,-74.05392515
322,https://datacenters.com/centersquare-sea2-tukwila-campus,Centersquare: SEA2 Tukwila Data Center Campus,"6101 South 180th Street, Tukwila, WA, USA",Centersquare,8.0,2.49,40000.0,72000.0,6101,South 180th Street,Tukwila,WA,47.44091775,-122.25645930708303
324,https://datacenters.com/t5-portland,T5 Data Centers: @Portland Data Center,"4915 NE Starr Blvd, Hillsboro, OR 97124, USA",T5 Data Centers,13.0,16.78,80000.0,124000.0,4915,NE Starr Blvd,Hillsboro,OR,45.555308350000004,-122.93910736674918
325,https://datacenters.com/edgeconnex-chi02-chicago,EdgeConnex: CHI02 Chicago Data Center,"2021 Lunt Avenue, Elk Grove Village, IL, USA",EdgeConnex,6.0,2.49,,19875.0,2021,Lunt Avenue,Elk Grove Village,IL,42.001494699999995,-87.95256341129048
326,https://datacenters.com/cyrusone-cin6-florence,CyrusOne: CIN6 Florence Data Center,"7200 Industrial Road, Florence, KY 41042, USA",CyrusOne,4.0,4.98,55000.0,140000.0,7200,Industrial Road,Florence,KY,38.980526439718815,-84.6325524743331
327,https://datacenters.com/365-ca1-rancho-cordova,365 Data Centers: CA1 Rancho Cordova Data Center,"11085 Sun Center Drive, Rancho Cordova, CA, USA",365 Data Centers,5.0,18.02,30248.0,69048.0,11085,Sun Center Drive,Rancho Cordova,CA,38.59550423752889,-121.27283894629873
329,https://datacenters.com/dastor-llc-wilmington,"DaSTOR, LLC: Wilmington Data Center","1201 North Market Street, Wilmington, DE 19801, USA","DaSTOR, LLC",,18.02,23000.0,78000.0,1201,North Market Street,Wilmington,DE,39.747482,-75.546639
330,https://datacenters.com/123net-detroit-dc1,123NET: Detroit Data Center (DC1),"24700 Northwestern Hwy, Southfield, MI 48075, USA",123NET,7.0,18.65,80000.0,136000.0,24700,Northwestern Hwy,Southfield,MI,42.470234471661115,-83.23929762867999
331,https://datacenters.com/rackspace-nyc2-new-york-metro,Rackspace: NYC2 New York Metro Data Center,"202-216 Campus Drive, Franklin Township, NJ, USA",Rackspace,2.4,21.13,,35000.0,,202-216 Campus Drive,Franklin Township,NJ,40.545757992802784,-74.54030968092272
333,https://datacenters.com/equinix-cu2-culpeper,Equinix: CU2 Culpeper Data Center,"18155 Technology Drive, Culpeper, VA, USA",Equinix,11.25,44.12,62393.0,105980.0,18155,Technology Drive,Culpeper,VA,38.4551359,-77.9780171
335,https://datacenters.com/centersquare-sfo1-santa-clara-campus,Centersquare: SFO1 Santa Clara Data Center Campus,"2401 Walsh Avenue, Santa Clara, CA, USA",Centersquare,8.0,1.87,168500.0,271872.0,2401,Walsh Avenue,Santa Clara,CA,37.37145735,-121.96968428399869
336,https://datacenters.com/amazon-aws-iad13-ashburn,Amazon AWS: IAD13 Ashburn,"43790 Devin Shafron Drive, Ashburn, VA 20147, USA",Amazon AWS,,4.35,,,43790,Devin Shafron Drive,Ashburn,VA,39.0050186,-77.48566277467961
337,https://datacenters.com/aligned-energy-frederick-county-maryland-hyperscale-campus,"Aligned Data Centers: Frederick County, Maryland Hyperscale Campus","Frederick, MD, USA",Aligned Data Centers,264.0,32.32,,3300000.0,,Frederick,MD,,39.415779,-77.4127562
338,https://datacenters.com/flexential-denver-englewood,Flexential: Denver - Englewood Data Center,"8636 South Peoria Street, Englewood, CO, USA",Flexential,18.0,22.37,140000.0,240549.0,8636,South Peoria Street,Englewood,CO,39.5590234,-104.83753647066754
339,https://datacenters.com/scalematrix-san-diego-us-west-01,ScaleMatrix: San Diego Data Center US-West 01,"5775 Kearny Villa Road, San Diego, CA, USA",ScaleMatrix,20.0,8.08,,50000.0,5775,Kearny Villa Road,San Diego,CA,32.83772875,-117.13263900477503
341,https://datacenters.com/expedient-baltimore-owings-mills,Expedient: Baltimore Owings Mills Data Center,"11155 Red Run Blvd, Owings Mills, MD, USA",Expedient,0.8,18.65,8800.0,21754.0,11155,Red Run Blvd,Owings Mills,MD,39.42709025,-76.8117478207958
342,https://datacenters.com/us-signal-20845-sockeye-pl,US Signal: 20845 Sockeye Pl Data Center,"20845 Sockeye Pl, Bend, OR 97701, USA",US Signal,,237.37,,30000.0,20845,Sockeye Pl,Bend,OR,44.08666096209186,-121.28278216906476
343,https://datacenters.com/lumen-new-york-7,Lumen: New York 7 Data Center,"601 West 26th Street, New York, NY, USA",Lumen,,6.84,20000.0,73822.0,601,West 26th Street,New York,NY,40.75164855,-74.00671517561983
344,https://datacenters.com/qts-miami,QTS Data Centers: Miami Data Center,"11234 Northwest 20th Street, Miami, FL, USA",QTS Data Centers,2.0,4.98,20000.0,38000.0,11234,Northwest 20th Street,Miami,FL,25.79153285,-80.37955957574127
346,https://datacenters.com/1547-critical-systems-realty-ptor1-portland,1547 Critical Systems Realty: PTOR1 Portland Data Center,"921 Southwest Washington Street, Portland, OR, USA",1547 Critical Systems Realty,8.0,6.22,81906.0,302262.0,921,Southwest Washington Street,Portland,OR,45.5214889,-122.680807
347,https://datacenters.com/databank-ord3-mount-prospect,DataBank: ORD3 Mount Prospect Data Center,"800 East Business Center Drive, Mount Prospect, IL, USA",DataBank,2.05,6.84,28950.0,81600.0,800,East Business Center Drive,Mount Prospect,IL,42.075809999761965,-87.92573603674529
348,https://datacenters.com/centersquare-phx1-phoenix-campus,Centersquare: PHX1 Phoenix Data Center Campus,"615 North 48th Street, Phoenix, AZ, USA",Centersquare,27.0,1.25,145000.0,145000.0,615,North 48th Street,Phoenix,AZ,33.4547001,-111.97624000293213
351,https://datacenters.com/aligned-energy-slc-02-salt-lake-city,Aligned Data Centers: SLC-02 Salt Lake City,"3333 West 9000 South, West Jordan, UT, USA",Aligned Data Centers,48.0,13.68,,240000.0,3333,West 9000 South,West Jordan,UT,40.58791487399346,-112.01901212562954
352,https://datacenters.com/digital-realty-dallas-dfw16,Digital Realty: Dallas DFW16 Data Center,"1232 Alma Road, Richardson, TX, USA",Digital Realty,12.0,19.3,,105726.0,1232,Alma Road,Richardson,TX,32.966006050000004,-96.71559586613668
353,https://datacenters.com/equinix-at5-norcross,Equinix: AT5 Norcross Data Center,"2836 Peterson Place Northwest, Norcross, GA, USA",Equinix,,23.0,21337.0,40949.0,2836,Peterson Place Northwest,Norcross,GA,33.93792996817697,-84.22615602386999
354,https://datacenters.com/cologix-dal1-dallas,Cologix: DAL1 Dallas Data Center,"1950 North Stemmons Freeway, Dallas, TX, USA",Cologix,,7.46,28000.0,28000.0,1950,North Stemmons Freeway,Dallas,TX,32.800965950000005,-96.81952300449768
355,https://datacenters.com/cologix-col2-columbus,Cologix: COL2 Columbus Data Center,"555 Scherers Court, Columbus, OH, USA",Cologix,,9.95,20000.0,20000.0,555,Scherers Court,Columbus,OH,40.11646909314298,-83.00200765678865
356,https://datacenters.com/hivelocity-nyc1-new-york-city,Hivelocity: NYC1 New York City Data Center,"7 Teleport Drive, Staten Island, NY, USA",Hivelocity,,5.6,,,7,Teleport Drive,Staten Island,NY,40.60454853443792,-74.17789856456419
357,https://datacenters.com/amazon-aws-22945-international-dr,Amazon AWS: 22945 International Dr,"22945 International Dr, Sterling, VA 20166, USA",Amazon AWS,,2.49,,155000.0,22945,International Dr,Sterling,VA,38.98158205,-77.42736939375345
358,https://datacenters.com/digital-realty-dallas-dfw26,Digital Realty: Dallas DFW26 Data Center,"2501 Texas 121, Lewisville, TX, USA",Digital Realty,2.4,12.4,,831372.0,2501,Texas 121,Lewisville,TX,33.029223421712054,-96.99124833177285
359,https://datacenters.com/netrality-900-walnut-st-louis,Netrality Data Centers: 900 Walnut St. Louis Data Center,"900 Walnut St, St. Louis, MO, USA",Netrality Data Centers,13.0,12.43,27000.0,120586.0,900,Walnut St,St. Louis,MO,38.6254795,-90.19521772673889
361,https://datacenters.com/equinix-da2-dallas,Equinix: DA2 Dallas Data Center,"1950 North Stemmons Freeway, Dallas, TX, USA",Equinix,60.0,7.46,24542.0,33564.0,1950,North Stemmons Freeway,Dallas,TX,32.800965950000005,-96.81952300449768
362,https://datacenters.com/switch-austin-1,Switch Data Centers: Austin 1 Data Center,"7401 East Ben White Boulevard, Austin, TX, USA",Switch Data Centers,,1.87,,,7401,East Ben White Boulevard,Austin,TX,30.214973999999998,-97.69497412692968
364,https://datacenters.com/amazon-aws-iad61-south-riding,Amazon AWS: IAD61 South Riding,"43736 Clubber Lane, South Riding, VA, USA",Amazon AWS,,2.49,,146000.0,43736,Clubber Lane,South Riding,VA,38.9165445671506,-77.492607807855
365,https://datacenters.com/evocative-new-york-jfk2,Evocative: New York Data Center (JFK2),"480 N Bedford Rd, Chappaqua, NY 10514, USA",Evocative,,,,38000.0,480,N Bedford Rd,Chappaqua,NY,41.1774816,-73.7512709
366,https://datacenters.com/expedient-memphis,Expedient: Memphis Data Center,"3180 Players Ln, Memphis, TN, USA",Expedient,1.5,10.57,7500.0,35000.0,3180,Players Ln,Memphis,TN,35.06097947268918,-89.78623742612203
367,https://datacenters.com/colocation-america-nydc3-new-york,Colocation America: NYDC3 - New York Data Center,"11 Skyline Dr, Hawthorne, NY, USA",Colocation America,,30.45,40000.0,50000.0,11,Skyline Dr,Hawthorne,NY,41.0883218,-73.81546461666011
368,https://datacenters.com/tierpoint-boston-andover,TierPoint: Boston - Andover Data Center,"15 Shattuck Road, Andover, MA, USA",TierPoint,,23.62,21000.0,92700.0,15,Shattuck Road,Andover,MA,42.6857009,-71.20861397216423
369,https://datacenters.com/digital-realty-dallas-dfw12,Digital Realty: Dallas DFW12 Data Center,"2440 Marsh Lane, Carrollton, TX, USA",Digital Realty,12.0,11.8,60000.0,135250.0,2440,Marsh Lane,Carrollton,TX,32.97802956321839,-96.85545666666667
370,https://datacenters.com/cogent-communications-doral,Cogent Communications: Doral Data Center,"3701 Northwest 82nd Avenue, Doral, FL, USA",Cogent Communications,,2.5,9760.0,9760.0,3701,Northwest 82nd Avenue,Doral,FL,25.8079593,-80.3287021
371,https://datacenters.com/digital-realty-chicago-ch1,Digital Realty: Chicago CH1 Data Center,"2200 Busse Rd, Elk Grove Village, IL, USA",Digital Realty,80.0,3.1,,485000.0,2200,Busse Rd,Elk Grove Village,IL,41.994230099999996,-87.96223156699811
372,https://datacenters.com/stream-chicago-ii,Stream Data Centers: Chicago II Data Center,"1925 Busse Road, Elk Grove Village, IL, USA",Stream Data Centers,32.0,2.49,130000.0,226000.0,1925,Busse Road,Elk Grove Village,IL,41.999124300000005,-87.95776464760965
373,https://datacenters.com/flexential-louisville-downtown,Flexential: Louisville - Downtown Data Center,"752 Barret Ave, Louisville, KY 40204, USA",Flexential,3.09,4.35,8500.0,61080.0,752,Barret Ave,Louisville,KY,38.2425839,-85.73338524069737
375,https://datacenters.com/databank-atl3-atlanta-west-end,DataBank: ATL3 - Atlanta West End Data Center,"1150 White Street Southwest, Atlanta, GA, USA",DataBank,6.0,6.22,47160.0,75000.0,1150,White Street Southwest,Atlanta,GA,33.734356500000004,-84.42663402433111
376,https://datacenters.com/tierpoint-boston-marlborough,TierPoint: Boston - Marlborough Data Center,"34 St Martin Dr, Marlborough, MA, USA",TierPoint,14.25,28.59,50000.0,115000.0,34,St Martin Dr,Marlborough,MA,42.3135391,-71.5803148467057
377,https://datacenters.com/amazon-aws-beach-access,Amazon AWS: Beach Access,"Beach Access Rd, Umatilla, OR 97882, USA",Amazon AWS,,178.34,,,,Beach Access Rd,Umatilla,OR,45.9288760244058,-119.26944264255893
379,https://datacenters.com/cyrusone-aus2-austin,CyrusOne: AUS2 Austin Data Center,"7301 Metropolis Drive, Austin, TX, USA",CyrusOne,9.0,1.25,41000.0,70000.0,7301,Metropolis Drive,Austin,TX,30.205922,-97.69797086824238
381,https://datacenters.com/aptum-technologies-mia-89p,Aptum Technologies: MIA-89P Data Center,"2300 NW 89th Pl, Doral, FL 33172, USA",Aptum Technologies,2.0,3.79,15000.0,50176.0,2300,NW 89th Pl,Doral,FL,25.79547075,-80.34320432924858
382,https://datacenters.com/evocative-phoenix-phx1,Evocative: Phoenix Data Center (PHX1),"2500 West Union Hills Drive, Phoenix, AZ, USA",Evocative,69.0,16.16,,550000.0,2500,West Union Hills Drive,Phoenix,AZ,33.659054749999996,-112.1111594571694
383,https://datacenters.com/amazon-aws-iad76-sterling,Amazon AWS: IAD76 Sterling,"22520 Randolph Drive, Sterling, VA, USA",Amazon AWS,,3.11,,138000.0,22520,Randolph Drive,Sterling,VA,38.9937865,-77.45050930013156
384,https://datacenters.com/365-ta1-tampa,365 Data Centers: TA1 Tampa Data Center,"655 North Franklin Street, Tampa, FL, USA",365 Data Centers,1.6,4.35,30399.0,,655,North Franklin Street,Tampa,FL,27.949597020408163,-82.45868177551021
385,https://datacenters.com/centersquare-abq1-albuquerque-campus,Centersquare: ABQ1 Albuquerque Data Center Campus,"400 Tijeras Avenue Northwest, Albuquerque, NM, USA",Centersquare,6.0,3.73,30000.0,421290.0,400,Tijeras Avenue Northwest,Albuquerque,NM,35.08618885,-106.65171430125426
386,https://datacenters.com/equinix-ho1-houston,Equinix: HO1 Houston Data Center,"1515 Aldine Meadows Road, Houston, TX, USA",Equinix,,3.73,76649.0,108336.0,1515,Aldine Meadows Road,Houston,TX,29.93519837095079,-95.35647981013989
387,https://datacenters.com/amazon-aws-45900-pathfinder-plz,Amazon AWS: 45900 Pathfinder Plz,"45900 Pathfinder Plaza, Sterling, VA 20164, USA",Amazon AWS,,3.73,,,45900,Pathfinder Plaza,Sterling,VA,38.98860285,-77.4116518853442
388,https://datacenters.com/databridge-sites-aurora-chicago,DataBridge Sites: Aurora/Chicago Data Center,"4267 Meridian Parkway, Aurora, Illinois, USA",DataBridge Sites,10.0,21.13,34000.0,70000.0,4267,Meridian Parkway,Aurora,Illinois,41.773010739669814,-88.2173246134588
389,https://datacenters.com/coresite-ch2-chicago,CoreSite: CH2 Chicago Data Center,"1432 South Clinton Street, Chicago, IL, USA",CoreSite,,15.54,,169000.0,1432,South Clinton Street,Chicago,IL,41.8628,-87.64130290236392
390,https://datacenters.com/digital-realty-los-angeles-lax12,Digital Realty: Los Angeles LAX12 Data Center,"2260 E El Segundo Blvd, El Segundo, CA, USA",Digital Realty,18.0,1.9,68000.0,132240.0,2260,E El Segundo Blvd,El Segundo,CA,33.915514,-118.384618492729
391,https://datacenters.com/cyrusone-nym10-stamford,CyrusOne: NYM10 Stamford Data Center,"10 Riverbend Drive South, Stamford, CT, USA",CyrusOne,4.0,32.94,20000.0,57000.0,10,Riverbend Drive South,Stamford,CT,41.0840156,-73.5179119
393,https://datacenters.com/t5-minneapolis,T5 Data Centers: @Minneapolis Data Center,"1001 3rd Avenue South, Minneapolis, MN, USA",T5 Data Centers,10.4,6.84,47000.0,330000.0,1001,3rd Avenue South,Minneapolis,MN,44.972071,-93.270567
394,https://datacenters.com/equinix-da9-irving,Equinix: DA9 Irving Data Center,"2222 East Grauwyler Road, Irving, TX, USA",Equinix,,8.08,36558.0,122205.0,2222,East Grauwyler Road,Irving,TX,32.83062404081633,-96.91295944897959
397,https://datacenters.com/digital-realty-phoenix-phx15,Digital Realty: Phoenix PHX15 Data Center,"2121 South Price Road, Chandler, AZ, USA",Digital Realty,54.0,12.4,508173.0,519000.0,2121,South Price Road,Chandler,AZ,33.27489725,-111.88663791308659
398,https://datacenters.com/cascade-divide-bend,Cascade Divide Data Centers: Bend Data Center,"207 Southwest Columbia Street, Bend, OR, USA",Cascade Divide Data Centers,,239.85,,,207,Southwest Columbia Street,Bend,OR,44.04796450331248,-121.327245
399,https://datacenters.com/365-ma1-marlboro,365 Data Centers: MA1 Marlboro Data Center,"250 Locke Drive, Marlborough, MA, USA",365 Data Centers,2.8,28.59,,64800.0,250,Locke Drive,Marlborough,MA,42.3524553,-71.58604818655945
401,https://datacenters.com/telehouse-new-york-chelsea,Telehouse: New York Chelsea Data Center,"85 10th Avenue, New York, NY, USA",Telehouse,4.15,6.84,60000.0,635000.0,85,10th Avenue,New York,NY,40.7430134,-74.0077865
402,https://datacenters.com/coresite-la2-los-angeles,CoreSite: LA2 Los Angeles Data Center,"900 Alameda Street, Los Angeles, CA, USA",CoreSite,,12.43,,424000.0,900,Alameda Street,Los Angeles,CA,34.0581157,-118.23539385682871
403,https://datacenters.com/flexential-las-vegas-north,Flexential: Las Vegas - North Data Center,"3330 E Lone Mountain Rd, North Las Vegas, NV 89081, USA",Flexential,9.0,11.81,8400.0,111240.0,3330,E Lone Mountain Rd,North Las Vegas,NV,36.24816195,-115.10125444220594
404,https://datacenters.com/involta-independence,Involta: Independence Data Center,"Independence, OH, USA",Involta,1.0,11.19,10000.0,23000.0,,Independence,OH,,41.3816571,-81.6406872
406,https://datacenters.com/atlantic-net-asburn,Atlantic.net: Asburn Data Center,"1807 Michael Faraday Ct, Reston, VA, USA",Atlantic.net,,6.22,,,1807,Michael Faraday Ct,Reston,VA,38.948816550000004,-77.32940527282275
407,https://datacenters.com/365-bu1-buffalo,365 Data Centers: BU1 Buffalo Data Center,"350 Main Street, Buffalo, NY, USA",365 Data Centers,1.33,8.08,19000.0,,350,Main Street,Buffalo,NY,42.8836357,-78.87568862033672
408,https://datacenters.com/1547-critical-systems-realty-chil1-mtc,1547 Critical Systems Realty: CHIL1 MTC Data Center,"40 E Garfield Blvd, Chicago, IL, USA",1547 Critical Systems Realty,5.0,18.65,52000.0,230000.0,40,E Garfield Blvd,Chicago,IL,41.795474549999994,-87.62463389199777
409,https://datacenters.com/rackspace-mci1-kansas-city,Rackspace: MCI1 Kansas City Data Center,"10828 North Airworld Drive, Kansas City, MO, USA",Rackspace,2.5,1.87,15256.0,77550.0,10828,North Airworld Drive,Kansas City,MO,39.29799578232422,-94.67582108715612
410,https://datacenters.com/lightedge-omaha,LightEdge: Omaha Data Center,"1148 American Parkway, Papillion, NE 68046, USA",LightEdge,1.25,11.19,10000.0,21377.0,1148,American Parkway,Papillion,NE,41.15954502040816,-96.02600730612245
411,https://datacenters.com/evocative-atlanta-atl1,Evocative: Atlanta Data Center (ATL1),"250 Williams Street Northwest, Atlanta, GA, USA",Evocative,15.0,10.6,17000.0,36000.0,250,Williams Street Northwest,Atlanta,GA,33.76163914285714,-84.39064993877551
413,https://datacenters.com/centersquare-den2-denver-englewood-campus,Centersquare: DEN2 (Denver) Englewood Data Center Campus,"8534 Concord Center Drive, Englewood, CO, USA",Centersquare,7.2,22.37,98218.0,98218.0,8534,Concord Center Drive,Englewood,CO,39.5608018,-104.83073151699347
414,https://datacenters.com/digital-realty-new-york-ewr12,Digital Realty: New York EWR12 Data Center,"365 South Randolphville Road, Piscataway, NJ, USA",Digital Realty,34.0,17.4,326000.0,730000.0,365,South Randolphville Road,Piscataway,NJ,40.55304865,-74.45922615462723
415,https://datacenters.com/otava-mid-michigan,Otava: Mid Michigan Data Center,"5225 Exchange Drive, Flint, MI, USA",Otava,,1.25,22500.0,32500.0,5225,Exchange Drive,Flint,MI,42.9687373,-83.77966967080265
418,https://datacenters.com/flexential-tampa-west,Flexential: Tampa - West Data Center,"9417 Corporate Lake Dr, Tampa, FL 33634, USA",Flexential,1.81,3.73,8000.0,31600.0,9417,Corporate Lake Dr,Tampa,FL,28.0372991,-82.5399781
420,https://datacenters.com/skybox-austin,Skybox Datacenters: Austin Data Center,"600 New Meister Ln, Pflugerville, Texas 78660, USA",Skybox Datacenters,30.0,19.89,53245.0,141000.0,600,New Meister Ln,Pflugerville,Texas,30.481420250820587,-97.62973449789772
421,https://datacenters.com/nfinit-san-diego,NFINIT: San Diego Data Center,"9725 Scranton Rd, San Diego, CA, USA",NFINIT,2.9,11.19,56432.0,100000.0,9725,Scranton Rd,San Diego,CA,32.896971268602634,-117.20269332121313
422,https://datacenters.com/centersquare-sea1-tukwila-campus,Centersquare: SEA1 Tukwila Data Center Campus,"12301 Tukwila International Boulevard, Tukwila, WA, USA",Centersquare,7.5,2.49,112942.0,112942.0,12301,Tukwila International Boulevard,Tukwila,WA,47.4920054,-122.29325950687618
423,https://datacenters.com/flexential-denver-aurora,Flexential: Denver - Aurora Data Center,"11900 East Cornell Avenue, Aurora, CO, USA",Flexential,6.75,16.16,171000.0,171000.0,11900,East Cornell Avenue,Aurora,CO,39.66104585,-104.84949855373583
424,https://datacenters.com/digital-realty-new-york-jfk12,Digital Realty: New York JFK12 Data Center,"60 Hudson Street, New York, NY, USA",Digital Realty,,8.7,,164000.0,60,Hudson Street,New York,NY,40.7176412,-74.00827524446427
425,https://datacenters.com/databank-dfw4-dallas-empire-central,DataBank: DFW4 - Dallas Empire Central Data Center,"1100 Empire Central Place, Dallas, TX, USA",DataBank,4.0,10.57,35900.0,65000.0,1100,Empire Central Place,Dallas,TX,32.8217451,-96.8736321775884
426,https://datacenters.com/sba-edge-jacksonville,SBA Edge: Jacksonville Data Center,"421 West Church Street, Jacksonville, FL, USA",SBA Edge,9.0,11.19,,280000.0,421,West Church Street,Jacksonville,FL,30.33129782414535,-81.66256259106859
427,https://datacenters.com/digital-realty-atlanta-atl14,Digital Realty: Atlanta ATL14 Data Center,"250 Williams Street Northwest, Atlanta, GA, USA",Digital Realty,1.6,8.1,18000.0,18000.0,250,Williams Street Northwest,Atlanta,GA,33.76163914285714,-84.39064993877551
428,https://datacenters.com/tierpoint-omaha-midlands,TierPoint: Omaha - Midlands Data Center,"11425 South 84th Street, Papillion, NE 68046, USA",TierPoint,,13.05,15000.0,63000.0,11425,South 84th Street,Papillion,NE,41.13754181481482,-96.042826
429,https://datacenters.com/amazon-aws-45259-sterling,Amazon AWS: 45259 Sterling,"45259 West Severn Way, Sterling, VA, USA",Amazon AWS,,4.98,,146000.0,45259,West Severn Way,Sterling,VA,39.02083854814216,-77.43462568361035
430,https://datacenters.com/centersquare-iad1-sterling-campus,Centersquare: IAD1 Sterling Data Center Campus,"45901 Nokes Boulevard, Sterling, VA, USA",Centersquare,47.0,4.98,556457.0,556457.0,45901,Nokes Boulevard,Sterling,VA,39.02329855,-77.4132159476089
433,https://datacenters.com/quadranet-miami,QuadraNet: Miami Data Center,"36 Northeast 2nd Street, Miami, FL, USA",QuadraNet,2.0,5.6,,162140.0,36,Northeast 2nd Street,Miami,FL,25.7758419,-80.1929625
435,https://datacenters.com/ntt-global-va3-ashburn,NTT Global Data Centers: VA3 Ashburn Data Center,"44664 Guilford Drive, Ashburn, VA, USA",NTT Global Data Centers,6.0,4.98,,245000.0,44664,Guilford Drive,Ashburn,VA,39.022754899999995,-77.45482557908068
436,https://datacenters.com/databank-dfw1-downtown-dallas,DataBank: DFW1 - Downtown Dallas Data Center,"400 South Akard Street, Dallas, TX, USA",DataBank,7.0,15.54,107040.0,270000.0,400,South Akard Street,Dallas,TX,32.778320550000004,-96.7985002392905
437,https://datacenters.com/china-telecom-telehouse-chelsea,China Telecom: Telehouse Chelsea Data Center,"85 10th Avenue, New York, NY 10011, USA",China Telecom,,6.84,,,85,10th Avenue,New York,NY,40.7430134,-74.0077865
438,https://datacenters.com/flexential-portland-hillsboro-2,Flexential: Portland - Hillsboro 2 Data Center,"5737 NE Huffman St, Hillsboro, OR 97124, USA",Flexential,18.0,15.54,50157.0,242683.0,5737,NE Huffman St,Hillsboro,OR,45.5582844,-122.91705637049463
440,https://datacenters.com/us-signal-8675-concord-center-dr,US Signal: 8675 Concord Center Dr Data Center,"8675 Concord Center Dr, Englewood, CO 80112, USA",US Signal,,22.37,,35000.0,8675,Concord Center Dr,Englewood,CO,39.5590659,-104.83353376051849
441,https://datacenters.com/amazon-aws-iad100-manassas,Amazon AWS: IAD100 Manassas,"10321 Tanner Way, Manassas, VA 20110, USA",Amazon AWS,,14.3,,212017.0,10321,Tanner Way,Manassas,VA,38.738228935972735,-77.50330388474131
442,https://datacenters.com/evocative-los-angeles-lax2,Evocative: Los Angeles Data Center (LAX2),"600 West 7th Street, Los Angeles, CA, USA",Evocative,30.0,11.19,30000.0,490000.0,600,West 7th Street,Los Angeles,CA,34.0473499,-118.256999
443,https://datacenters.com/databank-atl4-lithia-springs,DataBank: ATL4 - Lithia Springs Data Center,"200 Selig Dr SW, Atlanta, GA 30336, USA",DataBank,40.0,9.95,156780.0,,200,Selig Dr SW,Atlanta,GA,33.749816300000006,-84.54759969183714
444,https://datacenters.com/cyrusone-chi1-chicago-aurora,CyrusOne: CHI1 Chicago Aurora Data Center,"2905 Diehl Road, Aurora, IL, USA",CyrusOne,48.78,21.13,34000.0,70000.0,2905,Diehl Road,Aurora,IL,41.79805272231562,-88.24663633007307
445,https://datacenters.com/cologix-dal3-dallas,Cologix: DAL3 Dallas Data Center,"1950 North Stemmons Freeway, Dallas, TX, USA",Cologix,,14.3,,13000.0,1950,North Stemmons Freeway,Dallas,TX,32.800965950000005,-96.81952300449768
