,url,name,address,provider,MW_total_power,miles_to_nearest_airport,sqft_colocation_space,sqft_total_space,number,street,municipality,state,latitude,longitude
1500,https://datacenters.com/lumen-detroit-1,Lumen: Detroit 1 Data Center,"19675 West 10 Mile Road, Southfield, MI, USA",Lumen,,18.65,7488.0,39357.0,19675,West 10 Mile Road,Southfield,MI,42.47288822753336,-83.23783692256576
1501,https://datacenters.com/cogent-communications-herndon,Cogent Communications: Herndon Data Center,"510 Huntmar Park Drive, Herndon, VA, USA",Cogent Communications,,3.73,60421.0,60421.0,510,Huntmar Park Drive,Herndon,VA,38.96254861400362,-77.38122347728604
1502,https://datacenters.com/mod-mission-critical-se1-drt-westin-mmr-seattle-pop,MOD Mission Critical: SE1 - DRT Westin MMR Seattle Data Center PoP,"2001 6th Avenue, Seattle, WA, USA",MOD Mission Critical,,0.63,290000.0,400400.0,2001,6th Avenue,Seattle,WA,47.614354750000004,-122.33886370511684
1504,https://datacenters.com/cogent-communications-louisville,Cogent Communications: Louisville Data Center,"332 West Broadway, Louisville, KY, USA",Cogent Communications,,4.98,1600.0,1600.0,332,West Broadway,Louisville,KY,38.24566,-85.7579732
1506,https://datacenters.com/evoswitch-den-01-denver,EvoSwitch: DEN-01 Denver Data Center,"4300 Brighton Boulevard, Denver, CO, USA",EvoSwitch,16.0,16.16,,210000.0,4300,Brighton Boulevard,Denver,CO,39.77737055,-104.96827556941619
1508,https://datacenters.com/cloudhq-lc1-united-states-northern-va,CloudHQ: LC1 United States - Northern VA,"21955 Loudoun County Pkwy, Ashburn, Virginia 20147, USA",CloudHQ,,4.03,,,21955,Loudoun County Pkwy,Ashburn,Virginia,39.00003385,-77.47805277414508
1510,https://datacenters.com/excaltech-illinois,ExcalTech: Illinois Data Center,"1625 Winnetka Circle, Rolling Meadows, IL, USA",ExcalTech,,9.95,,,1625,Winnetka Circle,Rolling Meadows,IL,42.09317685036601,-88.03183793091374
1511,https://datacenters.com/china-telecom-qts-sc2,China Telecom: QTS SC2 Data Center,"2807 Mission College Boulevard, Santa Clara, CA, USA",China Telecom,,3.11,,,2807,Mission College Boulevard,Santa Clara,CA,37.3948912,-121.9808412
1512,https://datacenters.com/mosaic-data-services-ashburn,Mosaic Data Services: Ashburn Data Center,"Ashburn, VA, USA",Mosaic Data Services,,6.84,,,,Ashburn,VA,,39.029784,-77.4744147959966
1513,https://datacenters.com/evoswitch-phx-01-phoenix,EvoSwitch: PHX-01 Phoenix Data Center,"615 North 48th Street, Phoenix, AZ, USA",EvoSwitch,65.5,1.25,,588000.0,615,North 48th Street,Phoenix,AZ,33.4547001,-111.97624000293213
1514,https://datacenters.com/lumen-nashville-2,Lumen: Nashville 2 Data Center,"2530 Perimeter Place Drive, Nashville, TN, USA",Lumen,,1.87,10032.0,30400.0,2530,Perimeter Place Drive,Nashville,TN,36.147366249541776,-86.68166502005008
1515,https://datacenters.com/mod-mission-critical-lv2-flexential-las-vegas-pop,MOD Mission Critical: LV2 - Flexential Las Vegas Data Center PoP,"3330 East Lone Mountain Road, North Las Vegas, NV, USA",MOD Mission Critical,9.0,11.81,8400.0,111240.0,3330,East Lone Mountain Road,North Las Vegas,NV,36.24816195,-115.10125444220594
1516,https://datacenters.com/365-or1-portland,365 Data Centers: OR1 Portland Data Center,"6058 Northeast 78th Court, Portland, OR, USA",365 Data Centers,,1.61,,,6058,Northeast 78th Court,Portland,OR,45.5666162,-122.5821122
1517,https://datacenters.com/cybernest-miami,CyberNest: Miami,"36 Northeast 2nd Street, Miami, FL, USA",CyberNest,,5.6,,,36,Northeast 2nd Street,Miami,FL,25.7758419,-80.1929625
1518,https://datacenters.com/zenlayer-mia1-miami,Zenlayer: MIA1 Miami Data Center,"50 Northeast 9th Street, Miami, FL 33132, United States",Zenlayer,,5.6,,,50,Northeast 9th Street,Miami,FL,25.7825762,-80.1927703
1519,https://datacenters.com/liberty-center-one-cincinnati,Liberty Center One: Cincinnati Datacenter,"229 West 7th Street, Cincinnati, OH, USA",Liberty Center One,,8.79,,,229,West 7th Street,Cincinnati,OH,39.1027886,-84.51792286125507
1521,https://datacenters.com/cogent-communications-tampa,Cogent Communications: Tampa Data Center,"400 North Tampa Street, Tampa, FL, USA",Cogent Communications,,4.35,3298.0,474596.0,400,North Tampa Street,Tampa,FL,27.9475216,-82.459539
1522,https://datacenters.com/litewire-data-204-red-rd,LiteWire Data: 204 Red Rd Data Center,"204 Red Rd, McMinnville, TN, USA",LiteWire Data,,160.94,,285000.0,204,Red Rd,McMinnville,TN,35.691452418301346,-85.76226419124065
1523,https://datacenters.com/ntt-global-hi1-hillsboro,NTT Global Data Centers: HI1 Hillsboro Data Center,"4050 NE Evergreen Rd, Hillsboro, OR 97124, USA",NTT Global Data Centers,36.0,1.25,138000.0,138000.0,4050,NE Evergreen Rd,Hillsboro,OR,45.54955855,-122.93738715328283
1524,https://datacenters.com/colohouse-chicago-cermak,Colohouse: Chicago Cermak Data Center,"350 East Cermak Road, Chicago, IL, USA",Colohouse,100.0,8.3,1000000.0,1000000.0,350,East Cermak Road,Chicago,IL,41.85375365,-87.6183797609595
1525,https://datacenters.com/edged-edged-columbus,Edged: Edged Columbus Data Center,"6525 New Albany Road East, New Albany, OH, USA",Edged,24.0,8.25,,,6525,New Albany Road East,New Albany,OH,40.09896149384834,-82.81736580762889
1526,https://datacenters.com/it-solutions-group-orlando,IT Solutions Group: Orlando Data Center,"Orlando, FL, USA",IT Solutions Group,,2.49,,130000.0,,Orlando,FL,,28.5421109,-81.3790304
1527,https://datacenters.com/edged-edged-chicago,Edged: Edged Chicago Data Center,"2835 Bilter Road, Aurora, IL 60502, USA",Edged,96.0,6.86,,,2835,Bilter Road,Aurora,IL,41.8045067,-88.2513251
1528,https://datacenters.com/ibm-cloud-dal01-dallas-tx,"IBM Cloud: DAL01 Dallas, TX","1950 North Stemmons Freeway, Dallas, Texas 75207, USA",IBM Cloud,,3.42,,,1950,North Stemmons Freeway,Dallas,Texas,32.800965950000005,-96.81952300449768
1529,https://datacenters.com/cogent-communications-san-diego-b-street,Cogent Communications: San Diego B Street Data center,"525 B Street, San Diego, CA, USA",Cogent Communications,,1.87,5307.0,5307.0,525,B Street,San Diego,CA,32.71752,-117.159724
1530,https://datacenters.com/logix-fort-worth,Logix: Fort Worth Data Center,"307-309 W 7th St, Fort Worth, TX 76102, USA",Logix,,5.08,,,,307-309 W 7th St,Fort Worth,TX,32.7514098,-97.3709513
1531,https://datacenters.com/enzu-phx1-phoenix,Enzu: PHX1 Phoenix Data Center,"120 East Van Buren Street, Phoenix, AZ, USA",Enzu,,4.35,,,120,East Van Buren Street,Phoenix,AZ,33.4519107,-112.07190774845004
1532,https://datacenters.com/novva-colorado,NOVVA: Colorado Data Center,"650 Sybilla Lane, Colorado Springs, CO 80921, USA",NOVVA,40.0,2.93,122000.0,122000.0,650,Sybilla Lane,Colorado Springs,CO,39.01301156514443,-104.81644341000872
1533,https://datacenters.com/mod-mission-critical-hou2-netrality-houston-pop,MOD Mission Critical: HOU2 - Netrality Houston Data Center PoP,"1301 Fannin Street, Houston, TX, USA",MOD Mission Critical,26.0,16.16,231700.0,784143.0,1301,Fannin Street,Houston,TX,29.7534328,-95.3657979875635
1534,https://datacenters.com/data-foundry-austin-1,Data Foundry: Austin 1 Data Center,"7401 East Ben White Boulevard, Austin, TX, USA",Data Foundry,,1.87,21133.0,40000.0,7401,East Ben White Boulevard,Austin,TX,30.214973999999998,-97.69497412692968
1536,https://datacenters.com/zenlayer-iad3-washington-dc,Zenlayer: IAD3 Washington DC Data Center,"12098 Sunrise Valley Dr, Reston, VA 20191, USA",Zenlayer,,4.35,,,12098,Sunrise Valley Dr,Reston,VA,38.945066554369674,-77.34115630577698
1538,https://datacenters.com/zenlayer-mia2-miami,Zenlayer: MIA2 Miami Data Center,"2115 Northwest 22nd Street, Miami, FL, USA",Zenlayer,,3.73,,,2115,Northwest 22nd Street,Miami,FL,25.7975443,-80.23003379573089
1539,https://datacenters.com/digital-realty-los-angeles-lax11,Digital Realty: Los Angeles LAX11 Data Center,"200 North Nash Street, El Segundo, CA, USA",Digital Realty,,1.96,,,200,North Nash Street,El Segundo,CA,33.9176631,-118.38635558122915
1540,https://datacenters.com/11-11-systems-carrollton,11:11 Systems: Carrollton Data Center,"1649 W Frankford Rd, Carrollton, TX 75007, USA",11:11 Systems,,8.78,,,1649,W Frankford Rd,Carrollton,TX,32.9930675,-96.9320286
1541,https://datacenters.com/dp-facilities-mineral-gap-campus,DP Facilities: Mineral Gap Data Center Campus,"5978 Windswept Blvd, Wise, VA, USA",DP Facilities,45.0,0.52,,65000.0,5978,Windswept Blvd,Wise,VA,36.97559255445223,-82.52549660319528
1542,https://datacenters.com/wowrack-dallas,WowRack: Dallas Data Center,"1950 North Stemmons Freeway, Dallas, TX, USA",WowRack,,7.46,,,1950,North Stemmons Freeway,Dallas,TX,32.800965950000005,-96.81952300449768
1543,https://datacenters.com/neutron-colocation-seattle,Neutron Colocation: Seattle Data Center,"2001 6th Avenue, Seattle, WA, USA",Neutron Colocation,,0.63,,,2001,6th Avenue,Seattle,WA,47.614354750000004,-122.33886370511684
1544,https://datacenters.com/mod-mission-critical-ral1-tierpoint-raleigh-pop,MOD Mission Critical: RAL1 - Tierpoint Raleigh Data Center PoP,"5301 Departure Drive, Raleigh, NC, USA",MOD Mission Critical,2.0,10.57,36000.0,40000.0,5301,Departure Drive,Raleigh,NC,35.854389607470736,-78.59581500568936
1545,https://datacenters.com/mosaic-data-services-baltimore,Mosaic Data Services: Baltimore Data Center,"Baltimore, MD, USA",Mosaic Data Services,,8.08,,,,Baltimore,MD,,39.2908816,-76.610759
1546,https://datacenters.com/360-tcs-360tcs-lombard,360 TCS: 360TCS Lombard,"360 E 22nd St, Lombard, IL 60148, USA",360 TCS,1.0,10.44,,,360,E 22nd St,Lombard,IL,41.84581132653061,-88.00720071428572
1547,https://datacenters.com/evoswitch-kcm-01-kansas-city,EvoSwitch: KCM-01 Kansas City Data Center,"6301 Winchester Avenue, Kansas City, MO, USA",EvoSwitch,4.0,22.37,13000.0,57000.0,6301,Winchester Avenue,Kansas City,MO,39.01094446849568,-94.50460935137177
1548,https://datacenters.com/china-telecom-sv3,China Telecom: SV3 Data Center,"1735 Lundy Avenue, San Jose, CA 95131, USA",China Telecom,,2.79,,,1735,Lundy Avenue,San Jose,CA,37.38827595,-121.8883576903381
1549,https://datacenters.com/cybernest-los-angeles,CyberNest: Los Angeles,"445 North Douglas Street, El Segundo, CA 90245, USA",CyberNest,,1.87,,,445,North Douglas Street,El Segundo,CA,33.921997876884426,-118.383118
1550,https://datacenters.com/xfernet-chicago-ch1-cermak-rd,Xfernet: Chicago Data Center CH1 (Cermak Rd),"350 East Cermak Road, Chicago, IL, USA",Xfernet,,16.78,,,350,East Cermak Road,Chicago,IL,41.85375365,-87.6183797609595
1551,https://datacenters.com/365-ogb1-orangeburg,365 Data Centers: OGB1 Orangeburg Data Center,"1 Ramland Road, Orangeburg, NY, USA",365 Data Centers,,18.59,,,1,Ramland Road,Orangeburg,NY,41.0343477,-73.9757593
1552,https://datacenters.com/vazata-dallas-dac-dal-iii,Vazata: Dallas DAC (DAL III) Data Center,"4025 Midway Road, Carrollton, TX, USA",Vazata,,13.68,,25000.0,4025,Midway Road,Carrollton,TX,33.0213677755102,-96.843649
1553,https://datacenters.com/xfernet-ashburn-dc3,Xfernet: Ashburn Data Center DC3,"44470 Chilum Place, Ashburn, VA, USA",Xfernet,,4.98,,,44470,Chilum Place,Ashburn,VA,39.0220753,-77.46078439252335
1555,https://datacenters.com/cologix-min5-minneapolis,Cologix: MIN5 Minneapolis Data Center,"511 11th Avenue South, Minneapolis, MN, USA",Cologix,1.5,6.22,,10000.0,511,11th Avenue South,Minneapolis,MN,44.97112695,-93.25461666100631
1556,https://datacenters.com/qts-new-albany-2,QTS Data Centers: New Albany 2 Data Center,"785 Beech Road Southwest, New Albany, OH, USA",QTS Data Centers,,8.01,,,785,Beech Road Southwest,New Albany,OH,40.072506426812836,-82.75387628209373
1557,https://datacenters.com/shift-hosting-chicago-il,Shift Hosting: Chicago IL,"350 East Cermak Road, Chicago, IL, USA",Shift Hosting,109.0,16.78,,1113000.0,350,East Cermak Road,Chicago,IL,41.85375365,-87.6183797609595
1558,https://datacenters.com/ntt-communications-ashburn-va2-virginia,NTT Communications: Ashburn VA2 Virginia Data Center,"22451 Shaw Road, Sterling, VA, USA",NTT Communications,,3.11,,,22451,Shaw Road,Sterling,VA,38.99469946458526,-77.43066350601865
1559,https://datacenters.com/mod-mission-critical-sl2-databank-slc1-salt-lake-city-pop,MOD Mission Critical: SL2 - Databank SLC1 Salt Lake City Data Center PoP,"179 Social Hall Avenue, Salt Lake City, UT, USA",MOD Mission Critical,0.5,4.98,10610.0,16000.0,179,Social Hall Avenue,Salt Lake City,UT,40.7685233,-111.8858522748673
1561,https://datacenters.com/lumen-san-francisco-3,Lumen: San Francisco 3 Data Center,"200 Paul Avenue, San Francisco, CA, USA",Lumen,,6.84,,11000.0,200,Paul Avenue,San Francisco,CA,37.72345945,-122.3979578117962
1562,https://datacenters.com/colohouse-chicago-wells,Colohouse: Chicago Wells Data Center,"725 S Wells St, Chicago, Illinois, USA",Colohouse,5.0,8.52,6000.0,6000.0,725,S Wells St,Chicago,Illinois,41.87262895,-87.63329793378796
1566,https://datacenters.com/colohouse-dallas-2,Colohouse: Dallas Data Center,"1649 West Frankford Road, Carrollton, TX, USA",Colohouse,60.0,8.78,60000.0,60000.0,1649,West Frankford Road,Carrollton,TX,32.9930675,-96.9320286
1567,https://datacenters.com/prime-prime-phoenix-lower-buckeye-5,Prime Data Centers: Prime Phoenix - Lower Buckeye #5,"11753 West Lower Buckeye Road, Avondale, AZ, USA",Prime Data Centers,48.0,18.02,128000.0,264000.0,11753,West Lower Buckeye Road,Avondale,AZ,33.420565401202495,-112.31179849269374
1569,https://datacenters.com/hivelocity-snv1-sunnyvale-ca,Hivelocity: SNV1 Sunnyvale CA,"444 Toyama Drive, Sunnyvale, CA 94089, USA",Hivelocity,,4.98,,,444,Toyama Drive,Sunnyvale,CA,37.3995434,-122.01455511828144
1570,https://datacenters.com/vultr-seattle,Vultr: Seattle,"Seattle, WA, USA",Vultr,,10.57,,,,Seattle,WA,,47.6038321,-122.330062
1571,https://datacenters.com/us-signal-minneapolis,US Signal: Minneapolis Data Center,"10290 W 70th St, Eden Prairie, MN 55344, USA",US Signal,,9.48,,,10290,W 70th St,Eden Prairie,MN,44.87673704388125,-93.40718353084263
1572,https://datacenters.com/digital-realty-los-angeles-bur10,Digital Realty: Los Angeles BUR10 Data Center,"3015 Winona Avenue, Burbank, CA, USA",Digital Realty,,0.78,,,3015,Winona Avenue,Burbank,CA,34.19932857849869,-118.34276329126149
1573,https://datacenters.com/11-11-systems-reston,11:11 Systems: Reston Data Center,"12100 Sunrise Valley Drive, Reston, VA 20191, USA",11:11 Systems,,5.02,,,12100,Sunrise Valley Drive,Reston,VA,38.949067,-77.364672
1574,https://datacenters.com/voonami-llc-slc2-2302-presidents-drive,"Voonami, LLC: SLC2 2302 Presidents Drive Data Center","2302 Presidents Drive, West Valley City, UT, USA","Voonami, LLC",,4.35,,,2302,Presidents Drive,West Valley City,UT,40.72114995,-111.98497912466121
1575,https://datacenters.com/prov-net-irontrust-networks-providence-3,Prov.net/IronTrust Networks: Providence 3,"304 Carpenter Street, Providence, RI, USA",Prov.net/IronTrust Networks,1.0,42.88,6000.0,10000.0,304,Carpenter Street,Providence,RI,41.81788153846154,-71.42902099999999
1576,https://datacenters.com/365-wa-dc-washington,365 Data Centers: WA. DC. Washington Data Center,"1275 K Street Northwest, Washington, DC, USA",365 Data Centers,,3.62,,,1275,K Street Northwest,Washington,DC,38.9028879,-77.0291491
1577,https://datacenters.com/enzu-jfk3-new-york,Enzu: JFK3 New York Data Center,"32 Avenue of the Americas, New York, NY, USA",Enzu,,8.7,,,32,Avenue of the Americas,New York,NY,40.719989,-74.00457714019913
1578,https://datacenters.com/prov-net-irontrust-networks-providence-1-2,Prov.net/IronTrust Networks: Providence 1,"935 Westminster Street, Providence, RI, USA",Prov.net/IronTrust Networks,0.2,42.88,2000.0,4000.0,935,Westminster Street,Providence,RI,41.81736155555556,-71.42403994444444
1580,https://datacenters.com/mod-mission-critical-om1-lightedge-omaha-ne-pop,MOD Mission Critical: OM1 - Lightedge Omaha NE Data Center PoP,"1148 American Parkway, Papillion, NE, USA",MOD Mission Critical,,11.19,,16377.0,1148,American Parkway,Papillion,NE,41.15954502040816,-96.02600730612245
1581,https://datacenters.com/hivelocity-philadelphia,Hivelocity: Philadelphia Data Center,"2401 Locust St, Philadelphia, PA, USA",Hivelocity,,5.6,,,2401,Locust St,Philadelphia,PA,39.95035505,-75.1800072301968
1583,https://datacenters.com/mod-mission-critical-de1-coresite-de1-denver-pop,MOD Mission Critical: DE1 - Coresite DE1 Denver Data Center PoP,"910 15th Street, Denver, CO, USA",MOD Mission Critical,,18.65,,29000.0,910,15th Street,Denver,CO,39.7455712,-104.99569111283242
1584,https://datacenters.com/logix-houston-2-0,Logix: Houston Data Center - 2.0,"811 Louisiana St, Houston, Texas, USA",Logix,,9.51,,,811,Louisiana St,Houston,Texas,29.759807795918366,-95.36639693877551
1585,https://datacenters.com/enzu-sfo2-san-francisco,Enzu: SFO2 San Francisco Data Center,"201 Paul Ave, San Francisco, CA, USA",Enzu,,6.84,,,201,Paul Ave,San Francisco,CA,37.722831,-122.397847
1586,https://datacenters.com/centrilogic-boston-ma,"Centrilogic: Boston, MA","31 Hayward St, Franklin, MA 02038, USA",Centrilogic,,5.36,,,31,Hayward St,Franklin,MA,42.0829895,-71.41036131448814
1587,https://datacenters.com/us-secure-hosting-center-monticello,US Secure Hosting Center: Monticello Data Center,"117 E 1st St, Monticello, IA, USA",US Secure Hosting Center,,169.02,,,117,E 1st St,Monticello,IA,42.238211491033965,-91.18918763400461
1588,https://datacenters.com/lightedge-san-diego-ii,LightEdge: San Diego II Data Center,"9725 Scranton Road, San Diego, CA, USA",LightEdge,2.9,11.19,56432.0,100000.0,9725,Scranton Road,San Diego,CA,32.896971268602634,-117.20269332121313
1590,https://datacenters.com/cyberverse-plano-2,Cyberverse: Plano Data Center,"2800 Summit Avenue, Plano, TX, USA",Cyberverse,30.0,21.75,,300000.0,2800,Summit Avenue,Plano,TX,33.00975493708304,-96.67843228299641
1592,https://datacenters.com/mod-mission-critical-ftl1-flexential-ft-lauderdale-pop,MOD Mission Critical: FTL1 - Flexential Ft. Lauderdale Data Center PoP,"5301 Northwest 33rd Avenue, Fort Lauderdale, FL, USA",MOD Mission Critical,3.15,8.7,22000.0,64164.0,5301,Northwest 33rd Avenue,Fort Lauderdale,FL,26.190085699999997,-80.1932966509257
1594,https://datacenters.com/ntt-global-ca1-sacramento,NTT Global Data Centers: CA1 Sacramento Data Center,"1200 Striker Avenue, Sacramento, CA, USA",NTT Global Data Centers,12.6,6.17,105805.0,105805.0,1200,Striker Avenue,Sacramento,CA,38.6504317,-121.48918657861888
1595,https://datacenters.com/11-11-systems-los-angeles,11:11 Systems: Los Angeles Data Center,"900 N Alameda St, Los Angeles, CA 90012, USA",11:11 Systems,,12.53,,,900,N Alameda St,Los Angeles,CA,34.0581157,-118.23539385682871
1598,https://datacenters.com/latitude-sh-ashburn,Latitude.sh: Ashburn,"43830 Devin Shafron Drive, Ashburn, VA, USA",Latitude.sh,,4.35,,,43830,Devin Shafron Drive,Ashburn,VA,39.00433355,-77.48434988769773
1599,https://datacenters.com/mod-mission-critical-tu1-involta-tucson-pop,MOD Mission Critical: TU1 - Involta Tucson Data Center PoP,"1215 East Pennsylvania Street, Tucson, AZ, USA",MOD Mission Critical,,3.73,,20000.0,1215,East Pennsylvania Street,Tucson,AZ,32.17187227018702,-110.95392027388755
1600,https://datacenters.com/prime-prime-phoenix-lower-buckeye-3,Prime Data Centers: Prime Phoenix - Lower Buckeye #3,"11753 West Lower Buckeye Road, Avondale, AZ, USA",Prime Data Centers,48.0,18.02,128000.0,260400.0,11753,West Lower Buckeye Road,Avondale,AZ,33.420565401202495,-112.31179849269374
1601,https://datacenters.com/365-ol1-orlando,365 Data Centers: OL1 Orlando Data Center,"100 West Lucerne Circle, Orlando, FL, USA",365 Data Centers,,8.78,,,100,West Lucerne Circle,Orlando,FL,28.533882248209604,-81.37580550700234
1602,https://datacenters.com/ibm-cloud-hou02-houston-tx,"IBM Cloud: HOU02 Houston, TX","855 Greens Parkway, Houston, Texas 77067, USA",IBM Cloud,,6.36,,,855,Greens Parkway,Houston,Texas,29.94299415565293,-95.42947093941734
1603,https://datacenters.com/madeit-dallas,MadeIt: Dallas Data Center,"Dallas, TX, USA",MadeIt,12.0,16.16,,40000.0,,Dallas,TX,,32.7762719,-96.7968559
1605,https://datacenters.com/inap-dallas-3,INAP: Dallas 3 Data Center,"1950 North Stemmons Freeway, Dallas, TX, USA",INAP,,14.3,72000.0,72000.0,1950,North Stemmons Freeway,Dallas,TX,32.800965950000005,-96.81952300449768
1606,https://datacenters.com/365-ma1-boston,365 Data Centers: MA1 Boston Data Center,"Summer Street, Boston, MA, USA",365 Data Centers,,2.69,,,,Summer Street,Boston,MA,42.3454844,-71.040804
1607,https://datacenters.com/365-ph1-philadelphia,365 Data Centers: PH1 Philadelphia Data Center,"401 North Broad Street, Philadelphia, PA, USA",365 Data Centers,,7.42,,,401,North Broad Street,Philadelphia,PA,39.9598694,-75.16081442465776
1608,https://datacenters.com/colo-locker-lax01-los-angeles,Colo Locker - Evocative: LAX01 Los Angeles Data Center,"600 West 7th Street, Los Angeles, CA, USA",Colo Locker - Evocative,,11.19,,,600,West 7th Street,Los Angeles,CA,34.0473499,-118.256999
1610,https://datacenters.com/inap-seattle-2,INAP: Seattle 2 Data Center,"3355 South 120th Place, Tukwila, WA, USA",INAP,5.5,3.11,64000.0,64000.0,3355,South 120th Place,Tukwila,WA,47.4917772,-122.2896655066284
1613,https://datacenters.com/mod-mission-critical-sd1-tierpoint-sioux-falls-sd-pop,MOD Mission Critical: SD1 - TierPoint Sioux Falls SD Data Center PoP,"700 East 54th Street North, Sioux Falls, SD 57104, USA",MOD Mission Critical,,1.25,4200.0,17000.0,700,East 54th Street North,Sioux Falls,SD,43.594762,-96.71700335407941
1614,https://datacenters.com/zenlayer-sjc2-san-jose,Zenlayer: SJC2 San Jose Data Center,"1350 Duane Ave, Santa Clara, CA 95054, USA",Zenlayer,,1.25,,,1350,Duane Ave,Santa Clara,CA,37.378395499999996,-121.95498394957325
1615,https://datacenters.com/edged-edged-atlanta,Edged: Edged Atlanta Data Center,"1800 Thomas Street Northwest, Atlanta, GA 30318, USA",Edged,168.0,11.6,,,1800,Thomas Street Northwest,Atlanta,GA,33.798424900616475,-84.43548080828879
1616,https://datacenters.com/mod-mission-critical-se2-tierpoint-seattle-pop,MOD Mission Critical: SE2 - Tierpoint Seattle Data Center PoP,"140 4th Avenue North, Seattle, WA, USA",MOD Mission Critical,,0.63,,20000.0,140,4th Avenue North,Seattle,WA,47.619239449999995,-122.34805465138766
1617,https://datacenters.com/xfernet-los-angeles-la1-600-w-7th-st,Xfernet: Los Angeles Data Center LA1 (600 W 7th St),"600 W 7th St, Los Angeles, CA, USA",Xfernet,,11.19,,,600,W 7th St,Los Angeles,CA,34.0473499,-118.256999
